system:index,date,u_component_of_wind_10m,.geo
19801020,1980-10-20,-361914.67701981415,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801021,1980-10-21,-711761.7698598175,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801022,1980-10-22,462177.90005016624,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801023,1980-10-23,2080266.383145698,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801024,1980-10-24,1980196.932316924,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801025,1980-10-25,2246115.2267147615,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801026,1980-10-26,142368.32914514144,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801027,1980-10-27,-110395.19640315628,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801028,1980-10-28,485302.40274263,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801029,1980-10-29,1790451.648267095,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801030,1980-10-30,-431966.94249751826,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801031,1980-10-31,-1346933.221093452,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801101,1980-11-01,-1737654.086450211,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801102,1980-11-02,-2420727.028096769,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801103,1980-11-03,-2270702.9286412564,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801104,1980-11-04,-1745530.5357967948,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801105,1980-11-05,-1338066.0902948398,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801106,1980-11-06,-753070.2348352853,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801107,1980-11-07,-1017167.1515209111,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801108,1980-11-08,-1102055.7247522343,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801109,1980-11-09,-1012254.2938296578,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801110,1980-11-10,-233255.69681427814,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801111,1980-11-11,-340146.79290672566,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801112,1980-11-12,-404399.01410637615,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801113,1980-11-13,752183.7620544411,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801114,1980-11-14,723515.0547842178,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801115,1980-11-15,1737297.4498795234,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801116,1980-11-16,1559678.1418634062,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801117,1980-11-17,995033.3292215185,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801118,1980-11-18,2649960.9330935422,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801119,1980-11-19,846313.2315709105,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801120,1980-11-20,-343036.06026648625,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801121,1980-11-21,560588.8384584379,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801122,1980-11-22,327710.1831569254,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801123,1980-11-23,14393.017607521331,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801124,1980-11-24,99595.97333179037,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801125,1980-11-25,800346.2550376274,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801126,1980-11-26,782667.926339262,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801127,1980-11-27,1444111.5295434657,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801128,1980-11-28,2521527.132922386,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801129,1980-11-29,1502024.5864273435,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801130,1980-11-30,-817840.8594663793,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801201,1980-12-01,-1167915.5410007003,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801202,1980-12-02,1287352.4979931172,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801203,1980-12-03,1146558.957908982,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801204,1980-12-04,2285918.4920078604,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801205,1980-12-05,2836258.267671449,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801206,1980-12-06,2869503.4994414304,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801207,1980-12-07,1015314.099544541,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801208,1980-12-08,-323909.4593614022,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801209,1980-12-09,-534524.4005860654,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801210,1980-12-10,342649.65060920885,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801211,1980-12-11,581872.4273533563,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801212,1980-12-12,27079.336656593754,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801213,1980-12-13,1349733.1632647596,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801214,1980-12-14,1699661.4468822887,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801215,1980-12-15,2707319.4091191916,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801216,1980-12-16,986803.1562753599,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801217,1980-12-17,558725.0958626135,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801218,1980-12-18,2437516.4243284804,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801219,1980-12-19,205537.39142174568,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801220,1980-12-20,2940111.5206763507,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801221,1980-12-21,2970331.32750954,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801222,1980-12-22,1752677.6586994436,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801223,1980-12-23,1647143.3187578025,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801224,1980-12-24,923467.0324274473,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801225,1980-12-25,1784885.2890906006,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801226,1980-12-26,2499158.8095599995,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801227,1980-12-27,-255889.24560124497,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801228,1980-12-28,-423135.4488700934,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801229,1980-12-29,-51730.21071309286,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801230,1980-12-30,71680.09105577538,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801231,1980-12-31,1192417.122878057,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810101,1981-01-01,2351440.3328017564,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810102,1981-01-02,2682636.1358095207,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810103,1981-01-03,3847439.068767875,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810104,1981-01-04,3156945.997671335,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810105,1981-01-05,1923895.0570938024,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810106,1981-01-06,2648285.000761887,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810107,1981-01-07,602366.2440361676,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810108,1981-01-08,385378.90661227755,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810109,1981-01-09,680242.2023024863,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810110,1981-01-10,343455.82127070526,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810111,1981-01-11,-1595500.5265812776,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810112,1981-01-12,652253.5865044303,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810113,1981-01-13,772249.6384200702,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810114,1981-01-14,2434396.855234688,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810115,1981-01-15,3574066.579617784,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810116,1981-01-16,2161796.607177297,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810117,1981-01-17,3588269.201325357,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810118,1981-01-18,2255549.942042061,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810119,1981-01-19,2965416.8226390863,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810120,1981-01-20,1829039.9785112566,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810121,1981-01-21,412740.95305314276,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810122,1981-01-22,223083.57194679402,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810123,1981-01-23,-737745.4401616384,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810124,1981-01-24,26096.697821298792,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810125,1981-01-25,872277.0400373156,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810126,1981-01-26,48074.991072767676,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810127,1981-01-27,-658466.1554503369,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810128,1981-01-28,-1158364.4123876174,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810129,1981-01-29,-1386415.4276153112,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810130,1981-01-30,-984712.4859864758,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810131,1981-01-31,-623645.1442689035,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810201,1981-02-01,-284313.66441758437,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810202,1981-02-02,518617.44344505406,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810203,1981-02-03,2260592.672180956,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810204,1981-02-04,2997346.8750799443,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810205,1981-02-05,2322999.3933043536,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810206,1981-02-06,2364270.920832563,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810207,1981-02-07,1649240.2644448832,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810208,1981-02-08,727454.5141243504,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810209,1981-02-09,658462.8052550383,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810210,1981-02-10,1308189.103173015,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810211,1981-02-11,176779.08428313746,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810212,1981-02-12,-1142143.3911736694,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810213,1981-02-13,-2060887.7168174412,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810214,1981-02-14,-1103880.4914099686,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810215,1981-02-15,-994713.2607796609,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810216,1981-02-16,-1327802.1254386269,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810217,1981-02-17,-1242433.3803033272,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810218,1981-02-18,-697745.2445150428,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810219,1981-02-19,-825389.777649642,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810220,1981-02-20,-18593.562657123402,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810221,1981-02-21,597821.4352549526,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810222,1981-02-22,-302342.5379903253,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810223,1981-02-23,578214.9244149732,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810224,1981-02-24,33015.48563033414,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810225,1981-02-25,-381531.79312457354,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810226,1981-02-26,-1590812.806931138,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810227,1981-02-27,-2307745.8838982685,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810228,1981-02-28,-430283.6871421214,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810301,1981-03-01,464554.105113821,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810302,1981-03-02,1343749.3954820982,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810303,1981-03-03,1344280.987623095,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810304,1981-03-04,338957.97586391267,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810305,1981-03-05,-251892.43863147852,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810306,1981-03-06,959066.6623228999,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810307,1981-03-07,321858.9661314169,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810308,1981-03-08,1417155.2391159907,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810309,1981-03-09,1640812.4267256085,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810310,1981-03-10,783877.7754286252,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810311,1981-03-11,2232319.3682938074,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810312,1981-03-12,2232562.504350453,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810313,1981-03-13,2909461.130327208,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810314,1981-03-14,2203490.681080817,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810315,1981-03-15,1106239.3566784791,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810316,1981-03-16,1340087.1049144606,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810317,1981-03-17,1687683.7213263893,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810318,1981-03-18,1764254.0076515744,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810319,1981-03-19,675873.1186125771,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810320,1981-03-20,590685.8609733016,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810321,1981-03-21,941291.2444075916,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810322,1981-03-22,2047388.7542311342,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810323,1981-03-23,1549748.370199671,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810324,1981-03-24,1777058.5039011827,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810325,1981-03-25,458718.95986048057,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810326,1981-03-26,1673027.819662605,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810327,1981-03-27,-1212603.216755317,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810328,1981-03-28,-992771.8280575763,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810329,1981-03-29,-1183723.0455328692,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810330,1981-03-30,-70731.54581729836,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810331,1981-03-31,538333.8396805961,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810401,1981-04-01,447332.25787503715,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810402,1981-04-02,-1315611.7789320273,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810403,1981-04-03,-1029191.2635515603,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810404,1981-04-04,-658637.7377973084,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810405,1981-04-05,-632769.501251223,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810406,1981-04-06,-1174839.0955408444,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810407,1981-04-07,-307712.9345129604,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810408,1981-04-08,-389781.0511283248,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810409,1981-04-09,-1063013.71392178,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810410,1981-04-10,-1921905.3667230434,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810411,1981-04-11,70982.32351602345,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810412,1981-04-12,-393820.5895039063,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810413,1981-04-13,-1694352.4882054497,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810414,1981-04-14,-1264896.449444395,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810415,1981-04-15,115536.52177046343,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810416,1981-04-16,-797993.0128659088,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810417,1981-04-17,-1704762.3327285151,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810418,1981-04-18,-1713138.6105602938,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810419,1981-04-19,252087.278932981,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810420,1981-04-20,-1065869.4876462866,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810421,1981-04-21,-1034646.640176289,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810422,1981-04-22,-1041192.838254165,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810423,1981-04-23,-1012502.0778042898,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810424,1981-04-24,92786.52225575261,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810425,1981-04-25,1031505.1455730994,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810426,1981-04-26,1551851.197691738,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810427,1981-04-27,883074.6011229854,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810428,1981-04-28,725459.3187667491,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810429,1981-04-29,1550045.2103973161,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810430,1981-04-30,1378966.3016767856,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810501,1981-05-01,1698385.6929216345,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810502,1981-05-02,244826.04044685647,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810503,1981-05-03,1671371.4017445848,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810504,1981-05-04,3305872.0352627435,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810505,1981-05-05,2162551.635401372,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810506,1981-05-06,543565.0862288332,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810507,1981-05-07,-1463171.4430371048,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810508,1981-05-08,-143958.3433942764,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810509,1981-05-09,-1757730.8384654261,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810510,1981-05-10,-267277.5558915639,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810511,1981-05-11,1402670.537267495,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810512,1981-05-12,1031376.8106038272,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810513,1981-05-13,1408535.982612738,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810514,1981-05-14,499149.48460904043,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810515,1981-05-15,-515136.84352575894,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810516,1981-05-16,1015733.636022854,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810517,1981-05-17,821094.2885335751,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810518,1981-05-18,-619617.3990146745,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810519,1981-05-19,-963764.6991189792,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810520,1981-05-20,-580764.4038534553,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810521,1981-05-21,547975.9917229369,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810522,1981-05-22,1548567.0229193466,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810523,1981-05-23,933675.3037599954,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810524,1981-05-24,1439628.0175838917,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810525,1981-05-25,1080004.3661254072,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810526,1981-05-26,1363732.8381017533,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810527,1981-05-27,2073804.3797323483,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810528,1981-05-28,775205.9030886546,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810529,1981-05-29,617666.4382358519,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810530,1981-05-30,-951320.747097561,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810531,1981-05-31,-80763.15357243382,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810601,1981-06-01,-1310126.9446077887,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810602,1981-06-02,528049.4931416088,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810603,1981-06-03,965194.4765621002,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810604,1981-06-04,2055813.7781603374,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810605,1981-06-05,879013.708839177,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810606,1981-06-06,1118205.6695648287,"{""type"":""MultiPoint"",""coordinates"":[]}"
19810607,1981-06-07,25177.83075306059,"{""type"":""MultiPoint"",""coordinates"":[]}"
